Compounds Name,aflowlib.org name,,ZX,,,ZAB,,ZAB,mX,,,,mAB,∆mAB,rowX,rowAB,∆rowAB,colX,colAB,∆colAB,eX,eAB,∆eAB,rX,rAB,∆rAB,χX,χAB,∆χAB,alatt,gap,cv,cs,κ˜grain,103P3,κtransf,κforest,κanh,class
PdSbSc,Pd1Sb1Sc1.T0003.CAB,,46,,,36,,30,106.42,,,,83.36,76.80,5,4.50,1,10,9,12,2.20,1.71,0.69,140,152.50,15,1.12,1.38,1.41,6.22,0.28,19.40,3.20,0.93,4.37,66.86,8.66,12.75,LOW
PdSbY,Pd1Sb1Y1.T0003.CAB,,46,,,45,,12,106.42,,,,105.33,32.85,5,5,0,10,9,12,2.20,1.64,0.83,140,162.50,35,1.12,1.37,1.42,6.45,0.22,17.79,2.95,0.62,3.40,31.62,8.21,7.89,LOW
PdSiTi,Pd1Si1Ti1.T0003.CAB,,46,,,18,,8,106.42,,,,37.98,19.78,5,3.50,1,10,9,10,2.20,1.72,0.36,140,125,30,1.12,1.36,1.15,5.76,0.77,22.98,4.25,1.18,3.05,87.90,10.06,31.65,LOW
PdSiZr,Pd1Si1Zr1.T0003.CAB,,46,,,27,,26,106.42,,,,59.65,63.14,5,4,2,10,9,10,2.20,1.61,0.57,140,132.50,45,1.12,1.35,1.18,6.00,0.74,20.93,3.79,1.28,2.98,122.82,10.81,28.61,HIGH
PdSnTi,Pd1Sn1Ti1.T0003.CAB,,46,,,36,,28,106.42,,,,83.29,70.84,5,4.50,1,10,9,10,2.20,1.75,0.42,140,142.50,5,1.12,1.31,1.05,6.07,0.47,20.74,3.25,0.75,4.23,28.05,9.78,13.98,LOW
PdSnV,Pd1Sn1V1.T0003.CAB,,46,,,36.50,,27,106.42,,,,84.83,67.77,5,4.50,1,10,9.50,9,2.20,1.79,0.33,140,140,10,1.12,1.34,1,6.00,0.46,21.92,3.00,1.70,4.59,23.53,10.38,2.05,HIGH
PdSnZr,Pd1Sn1Zr1.T0003.CAB,,46,,,45,,10,106.42,,,,104.97,27.49,5,5,0,10,9,10,2.20,1.65,0.63,140,150,10,1.12,1.30,1.08,6.26,0.47,19.20,3.30,0.87,2.19,64.68,9.63,12.79,LOW
PdSrTe,Pd1Sr1Te1.T0003.CAB,,46,,,45,,14,106.42,,,,107.61,39.98,5,5,0,10,9,14,2.20,1.52,1.15,140,170,60,1.12,1.44,1.77,6.71,0.07,16.03,2.29,0.31,15.18,0.85,2.15,0.68,LOW
PtAlNb,Al1Nb1Pt1.T0003.BCA,,78,,,27,,28,195.08,,,,59.94,65.92,6,4,2,10,9,8,2.28,1.60,0.01,135,135,20,1.10,1.24,0.84,5.98,0.16,21.12,3.55,0.83,5.83,102.23,16.12,17.71,HIGH
PtAlTa,Al1Pt1Ta1.T0003.ABC,,78,,,43,,60,195.08,,,,103.97,153.97,6,4.50,3,10,9,8,2.28,1.55,0.11,135,135,20,1.10,1.25,0.83,5.97,0.60,21.38,3.24,0.94,7.32,713.44,15.24,66.55,HIGH
PtAlV,Al1Pt1V1.T0003.ABC,,78,,,18,,10,195.08,,,,38.96,23.96,6,3.50,1,10,9,8,2.28,1.62,0.02,135,130,10,1.10,1.25,0.82,5.77,0.05,23.06,3.68,0.96,4.69,142.65,15.77,29.89,HIGH
PtGaNb,Ga1Nb1Pt1.T0003.BCA,,78,,,36,,10,195.08,,,,81.31,23.18,6,4.50,1,10,9,8,2.28,1.71,0.21,135,137.50,15,1.10,1.25,0.86,5.96,0.49,21.99,3.31,0.82,3.24,58.69,17.93,16.79,HIGH
PtGaTa,Ga1Pt1Ta1.T0003.ABC,,78,,,52,,42,195.08,,,,125.33,111.22,6,5,2,10,9,8,2.28,1.66,0.31,135,137.50,15,1.10,1.25,0.85,5.95,0.99,22.31,3.04,0.91,2.32,286.53,24.49,32.30,HIGH
PtGaV,Ga1Pt1V1.T0003.ABC,,78,,,27,,8,195.08,,,,60.33,18.78,6,4,0,10,9,8,2.28,1.72,0.18,135,132.50,5,1.10,1.26,0.84,5.77,0.23,23.86,3.14,0.82,3.66,80.05,17.11,25.17,HIGH
PtGeHf,Ge1Hf1Pt1.T0003.BCA,,78,,,52,,40,195.08,,,,125.56,105.85,6,5,2,10,9,10,2.28,1.66,0.71,135,140,30,1.10,1.34,1.12,6.06,1.12,21.30,2.84,0.90,2.50,156.42,23.33,20.46,HIGH
PtGeTi,Ge1Pt1Ti1.T0003.ABC,,78,,,27,,10,195.08,,,,60.25,24.77,6,4,0,10,9,10,2.28,1.77,0.47,135,132.50,15,1.10,1.34,1.11,5.88,0.88,22.57,3.32,0.81,5.25,71.99,17.64,26.74,HIGH
PtGeV,Ge1Pt1V1.T0003.ABC,,78,,,27.50,,9,195.08,,,,61.79,21.70,6,4,0,10,9.50,9,2.28,1.82,0.38,135,130,10,1.10,1.37,1.06,5.80,0.97,23.89,3.30,0.94,3.51,28.59,18.46,8.54,HIGH
PtGeZr,Ge1Pt1Zr1.T0003.ABC,,78,,,36,,8,195.08,,,,81.93,18.58,6,4.50,1,10,9,10,2.28,1.67,0.68,135,140,30,1.10,1.33,1.14,6.10,1.19,20.59,3.12,0.89,3.53,71.23,18.11,15.89,HIGH
PtHfPb,Hf1Pb1Pt1.T0003.BCA,,78,,,77,,10,195.08,,,,192.84,28.71,6,6,0,10,9,10,2.28,1.81,1.03,135,167.50,25,1.10,1.29,1.02,6.33,0.74,19.01,2.43,0.54,4.31,30.76,13.36,9.55,HIGH
PtHfSi,Hf1Pt1Si1.T0003.ABC,,78,,,43,,58,195.08,,,,103.29,150.41,6,4.50,3,10,9,10,2.28,1.60,0.60,135,132.50,45,1.10,1.36,1.17,6.00,1.28,21.24,3.02,1.11,6.74,343.06,20.02,32.07,HIGH
PtHfSn,Hf1Pt1Sn1.T0003.ABC,,78,,,61,,22,195.08,,,,148.60,59.78,6,5.50,1,10,9,10,2.28,1.63,0.66,135,150,10,1.10,1.31,1.06,6.25,0.90,19.55,2.84,0.84,2.58,93.36,19.22,15.15,HIGH
PtInNb,In1Nb1Pt1.T0003.BCA,,78,,,45,,8,195.08,,,,103.86,21.91,6,5,0,10,9,8,2.28,1.69,0.18,135,150,10,1.10,1.21,0.78,6.15,0.48,20.23,3.01,1.00,2.93,121.62,16.98,13.41,HIGH
PtInTa,In1Pt1Ta1.T0003.ABC,,78,,,61,,24,195.08,,,,147.88,66.13,6,5.50,1,10,9,8,2.28,1.64,0.28,135,150,10,1.10,1.22,0.77,6.14,0.97,20.50,2.83,1.06,2.23,202.60,18.40,13.63,HIGH
PtInV,In1Pt1V1.T0003.ABC,,78,,,36,,26,195.08,,,,82.88,63.88,6,4.50,1,10,9,8,2.28,1.71,0.15,135,145,20,1.10,1.22,0.76,5.99,0.29,21.68,2.65,1.38,4.03,106.62,16.54,9.17,HIGH
PtLaSb,La1Pt1Sb1.T0003.ABC,,78,,,54,,6,195.08,,,,130.33,17.15,6,5.50,1,10,9,12,2.28,1.57,0.95,135,170,50,1.10,1.39,1.38,6.69,0.09,16.17,2.34,0.64,7.31,6.02,8.32,1.72,LOW
PtLiNa,Li1Na1Pt1.T0003.BCA,,78,,,7,,8,195.08,,,,14.97,16.05,6,2.50,1,10,1,0,2.28,0.95,0.05,135,162.50,35,1.10,0.42,0.05,6.22,0.55,19.21,1.55,0.62,7.11,0.30,5.66,1.76,LOW
PtNbTl,Nb1Pt1Tl1.T0003.ABC,,78,,,61,,40,195.08,,,,148.65,111.48,6,5.50,1,10,9,8,2.28,1.61,0.02,135,167.50,45,1.10,1.19,0.74,6.20,0.62,19.92,2.57,0.97,4.96,107.81,14.65,10.50,HIGH
PtPbTi,Pb1Pt1Ti1.T0003.ABC,,78,,,52,,60,195.08,,,,127.53,159.33,6,5,2,10,9,10,2.28,1.94,0.79,135,160,40,1.10,1.29,1.01,6.21,0.74,19.73,2.44,0.51,9.02,22.46,31.16,7.77,HIGH
PtPbZr,Pb1Pt1Zr1.T0003.ABC,,78,,,61,,42,195.08,,,,149.21,115.98,6,5.50,1,10,9,10,2.28,1.83,1,135,167.50,25,1.10,1.28,1.04,6.36,0.82,18.50,2.67,0.57,6.58,27.66,14.98,10.69,HIGH
PtSbSc,Pt1Sb1Sc1.T0003.CAB,,78,,,36,,30,195.08,,,,83.36,76.80,6,4.50,1,10,9,12,2.28,1.71,0.69,135,152.50,15,1.10,1.38,1.41,6.24,0.65,19.21,3.01,0.68,7.63,47.35,16.48,12.89,HIGH
PtSbY,Pt1Sb1Y1.T0003.CAB,,78,,,45,,12,195.08,,,,105.33,32.85,6,5,0,10,9,12,2.28,1.64,0.83,135,162.50,35,1.10,1.37,1.42,6.47,0.13,17.63,2.76,0.50,6.09,14.23,16.64,5.44,HIGH
PtSiTi,Pt1Si1Ti1.T0003.CAB,,78,,,18,,8,195.08,,,,37.98,19.78,6,3.50,1,10,9,10,2.28,1.72,0.36,135,125,30,1.10,1.36,1.15,5.80,0.90,22.50,3.72,1.15,3.08,210.31,17.80,36.43,HIGH
PtSiV,Pt1Si1V1.T0003.CAB,,78,,,18.50,,9,195.08,,,,39.51,22.86,6,3.50,1,10,9.50,9,2.28,1.76,0.27,135,122.50,25,1.10,1.39,1.10,5.71,0.96,23.96,3.64,0.97,3.33,104.04,18.65,42.47,HIGH
PtSiZr,Pt1Si1Zr1.T0003.CAB,,78,,,27,,26,195.08,,,,59.65,63.14,6,4,2,10,9,10,2.28,1.61,0.57,135,132.50,45,1.10,1.35,1.18,6.05,1.34,20.51,3.31,1.06,3.80,133.56,19.75,17.87,HIGH
PtSnTi,Pt1Sn1Ti1.T0003.CAB,,78,,,36,,28,195.08,,,,83.29,70.84,6,4.50,1,10,9,10,2.28,1.75,0.42,135,142.50,5,1.10,1.31,1.05,6.11,0.80,20.41,3.04,0.64,6.20,39.31,18.10,15.09,HIGH
PtSnV,Pt1Sn1V1.T0003.CAB,,78,,,36.50,,27,195.08,,,,84.83,67.77,6,4.50,1,10,9.50,9,2.28,1.79,0.33,135,140,10,1.10,1.34,1,6.04,0.87,21.52,2.72,1.43,5.02,40.81,19.19,6.38,HIGH
PtSnZr,Pt1Sn1Zr1.T0003.CAB,,78,,,45,,10,195.08,,,,104.97,27.49,6,5,0,10,9,10,2.28,1.65,0.63,135,150,10,1.10,1.30,1.08,6.29,0.98,18.99,3.11,0.75,3.91,62.18,18.33,13.77,HIGH
PtTaTl,Pt1Ta1Tl1.T0003.CAB,,78,,,77,,8,195.08,,,,192.67,23.44,6,6,0,10,9,8,2.28,1.56,0.12,135,167.50,45,1.10,1.20,0.73,6.19,0.97,20.23,2.44,0.52,6.33,38.89,9.00,9.88,LOW
RhAsHf,As1Hf1Rh1.T0003.BCA,,45,,,52.50,,39,102.91,,,,126.71,103.57,5,5,2,9,9.50,11,2.28,1.74,0.88,135,135,40,1.06,1.47,1.39,5.96,0.29,22.06,2.92,0.96,1.96,228.17,24.41,21.87,HIGH
RhAsTi,As1Rh1Ti1.T0003.ABC,,45,,,27.50,,11,102.91,,,,61.39,27.05,5,4,0,9,9.50,11,2.28,1.86,0.64,135,127.50,25,1.06,1.48,1.37,5.78,0.83,23.44,3.65,1.10,2.65,95.40,20.80,33.05,HIGH
RhAsZr,As1Rh1Zr1.T0003.ABC,,45,,,36.50,,7,102.91,,,,83.07,16.30,5,4.50,1,9,9.50,11,2.28,1.75,0.85,135,135,40,1.06,1.46,1.40,6.00,1.21,21.42,3.39,1.18,0.93,205.44,21.11,27.11,HIGH
RhBiHf,Bi1Hf1Rh1.T0003.BCA,,45,,,77.50,,11,102.91,,,,193.74,30.49,5,6,0,9,9.50,11,2.28,1.66,0.72,135,157.50,5,1.06,1.41,1.26,6.28,0.15,19.26,2.53,0.79,4.47,66.20,18.78,12.81,HIGH
RhBiTi,Bi1Rh1Ti1.T0003.ABC,,45,,,52.50,,61,102.91,,,,128.42,161.11,5,5,2,9,9.50,11,2.28,1.78,0.48,135,150,20,1.06,1.42,1.25,6.14,0.72,20.17,2.65,0.61,3.90,34.97,29.58,13.03,HIGH
RhBiZr,Bi1Rh1Zr1.T0003.ABC,,45,,,61.50,,43,102.91,,,,150.10,117.76,5,5.50,1,9,9.50,11,2.28,1.68,0.69,135,157.50,5,1.06,1.40,1.28,6.32,1.02,18.76,2.84,0.68,5.60,40.17,20.94,13.01,HIGH
RhCaLi,Ca1Li1Rh1.T0003.BCA,,45,,,11.50,,17,102.91,,,,23.51,33.14,5,3,2,9,1.50,1,2.28,0.99,0.02,135,162.50,35,1.06,0.53,0.15,6.21,0.21,19.19,2.48,0.62,6.08,1.11,6.10,5.25,LOW
RhCrGe,Cr1Ge1Rh1.T0003.BCA,,45,,,28,,8,102.91,,,,62.32,20.64,5,4,0,9,10,8,2.28,1.83,0.35,135,132.50,15,1.06,1.40,1.01,5.64,0.65,25.51,3.53,1.01,2.82,50.35,20.76,19.75,HIGH
RhGeNb,Ge1Nb1Rh1.T0003.BCA,,45,,,36.50,,9,102.91,,,,82.77,20.27,5,4.50,1,9,9.50,9,2.28,1.80,0.41,135,135,20,1.06,1.36,1.08,5.87,0.68,22.66,3.78,1.18,1.48,170.74,19.47,36.67,HIGH
RhGeTa,Ge1Rh1Ta1.T0003.ABC,,45,,,52.50,,41,102.91,,,,126.79,108.31,5,5,2,9,9.50,9,2.28,1.75,0.51,135,135,20,1.06,1.36,1.07,5.87,1.11,22.87,3.32,1.03,2.37,200.45,24.22,31.57,HIGH
RhGeV,Ge1Rh1V1.T0003.ABC,,45,,,27.50,,9,102.91,,,,61.79,21.70,5,4,0,9,9.50,9,2.28,1.82,0.38,135,130,10,1.06,1.37,1.06,5.69,0.37,24.58,3.72,1.10,3.07,86.44,19.06,25.78,HIGH
RhHfP,Hf1P1Rh1.T0003.BCA,,45,,,43.50,,57,102.91,,,,104.73,147.52,5,4.50,3,9,9.50,11,2.28,1.75,0.89,135,127.50,55,1.06,1.48,1.41,5.85,0.82,22.72,3.04,1.23,4.31,265.85,23.24,43.07,HIGH
RhHfSb,Hf1Rh1Sb1.T0003.ABC,,45,,,61.50,,21,102.91,,,,150.12,56.73,5,5.50,1,9,9.50,11,2.28,1.68,0.75,135,150,10,1.06,1.43,1.30,6.17,1.11,20.07,3.02,0.79,3.22,108.66,21.01,21.42,HIGH
RhLaTe,La1Rh1Te1.T0003.ABC,,45,,,54.50,,5,102.91,,,,133.25,11.31,5,5.50,1,9,9.50,13,2.28,1.60,1,135,167.50,55,1.06,1.51,1.61,6.59,0.78,16.88,2.66,0.71,3.78,17.24,7.20,2.84,LOW
RhNbPb,Nb1Pb1Rh1.T0003.BCA,,45,,,61.50,,41,102.91,,,,150.05,114.29,5,5.50,1,9,9.50,9,2.28,1.97,0.73,135,162.50,35,1.06,1.31,0.98,6.17,0.78,20.08,2.80,0.61,3.58,65.10,23.17,13.27,HIGH
RhNbSi,Nb1Rh1Si1.T0003.ABC,,45,,,27.50,,27,102.91,,,,60.50,64.82,5,4,2,9,9.50,9,2.28,1.75,0.30,135,127.50,35,1.06,1.38,1.12,5.81,0.50,22.54,4.21,1.12,2.52,107.91,19.85,27.39,HIGH
RhNbSn,Nb1Rh1Sn1.T0003.ABC,,45,,,45.50,,9,102.91,,,,105.81,25.80,5,5,0,9,9.50,9,2.28,1.78,0.36,135,145,0,1.06,1.33,1.02,6.09,0.67,20.61,3.45,1.16,1.75,162.08,20.28,15.73,HIGH
RhPTi,P1Rh1Ti1.T0003.ABC,,45,,,18.50,,7,102.91,,,,39.42,16.89,5,3.50,1,9,9.50,11,2.28,1.86,0.65,135,120,40,1.06,1.49,1.39,5.65,0.84,24.10,4.10,1.33,2.49,128.67,21.13,43.81,HIGH
RhPZr,P1Rh1Zr1.T0003.ABC,,45,,,27.50,,25,102.91,,,,61.10,60.25,5,4,2,9,9.50,11,2.28,1.76,0.86,135,127.50,55,1.06,1.47,1.42,5.89,1.43,21.95,3.58,1.47,1.94,204.88,19.30,26.68,HIGH
RhPbTa,Pb1Rh1Ta1.T0003.ABC,,45,,,77.50,,9,102.91,,,,194.07,26.25,5,6,0,9,9.50,9,2.28,1.92,0.83,135,162.50,35,1.06,1.31,0.97,6.16,1.05,20.27,2.62,0.54,8.56,46.27,21.19,11.66,HIGH
RhSbTi,Rh1Sb1Ti1.T0003.CAB,,45,,,36.50,,29,102.91,,,,84.81,73.89,5,4.50,1,9,9.50,11,2.28,1.79,0.51,135,142.50,5,1.06,1.44,1.29,6.02,0.75,21.07,3.37,0.80,3.88,46.13,20.31,20.01,HIGH
RhSbV,Rh1Sb1V1.T0003.CAB,,45,,,37,,28,102.91,,,,86.35,70.82,5,4.50,1,9,10,10,2.28,1.84,0.42,135,140,10,1.06,1.46,1.24,5.95,0.83,22.23,2.78,1.74,2.75,64.42,21.84,18.02,HIGH
RhSbZr,Rh1Sb1Zr1.T0003.CAB,,45,,,45.50,,11,102.91,,,,106.49,30.54,5,5,0,9,9.50,11,2.28,1.69,0.72,135,150,10,1.06,1.42,1.32,6.21,1.17,19.49,3.41,0.91,2.33,102.41,20.45,21.10,HIGH
RhScTe,Rh1Sc1Te1.T0003.CAB,,45,,,36.50,,31,102.91,,,,86.28,82.64,5,4.50,1,9,9.50,13,2.28,1.73,0.74,135,150,20,1.06,1.50,1.65,6.17,0.41,19.81,3.18,0.98,3.88,90.07,15.85,14.87,HIGH
RhSiTa,Rh1Si1Ta1.T0003.CAB,,45,,,43.50,,59,102.91,,,,104.52,152.86,5,4.50,3,9,9.50,9,2.28,1.70,0.40,135,127.50,35,1.06,1.39,1.11,5.81,0.91,22.75,3.64,1.13,4.29,489.57,27.57,60.08,HIGH
RhSiV,Rh1Si1V1.T0003.CAB,,45,,,18.50,,9,102.91,,,,39.51,22.86,5,3.50,1,9,9.50,9,2.28,1.76,0.27,135,122.50,25,1.06,1.39,1.10,5.60,0.24,24.62,4.41,1.29,2.43,175.56,18.83,45.69,HIGH
RhSnTa,Rh1Sn1Ta1.T0003.CAB,,45,,,61.50,,23,102.91,,,,149.83,62.24,5,5.50,1,9,9.50,9,2.28,1.73,0.46,135,145,0,1.06,1.33,1.01,6.08,1.06,20.84,3.12,0.78,4.69,101.53,21.05,20.30,HIGH
RhSnV,Rh1Sn1V1.T0003.CAB,,45,,,36.50,,27,102.91,,,,84.83,67.77,5,4.50,1,9,9.50,9,2.28,1.79,0.33,135,140,10,1.06,1.34,1,5.92,0.39,22.17,3.18,0.76,2.87,52.77,19.95,12.37,HIGH
RhTeY,Rh1Te1Y1.T0003.CAB,,45,,,45.50,,13,102.91,,,,108.25,38.69,5,5,0,9,9.50,13,2.28,1.66,0.88,135,160,40,1.06,1.49,1.66,6.40,0.16,18.15,2.98,0.66,2.90,33.16,14.44,9.07,HIGH
RuAsCr,As1Cr1Ru1.T0003.BCA,,44,,,28.50,,9,101.07,,,,63.46,22.93,5,4,0,8,10.50,9,2.20,1.92,0.52,130,127.50,25,1,1.52,1.27,5.63,0.54,25.37,3.07,1.89,1.78,160.47,23.91,25.70,HIGH
RuAsNb,As1Nb1Ru1.T0003.BCA,,44,,,37,,8,101.07,,,,83.91,17.98,5,4.50,1,8,10,10,2.20,1.89,0.58,130,130,30,1,1.49,1.34,5.87,0.37,22.56,3.59,1.21,1.39,269.96,24.46,43.74,HIGH
RuAsTa,As1Ru1Ta1.T0003.ABC,,44,,,53,,40,101.07,,,,127.94,106.03,5,5,2,8,10,10,2.20,1.84,0.68,130,130,30,1,1.50,1.33,5.88,0.47,22.74,3.10,1.07,2.56,272.89,28.44,33.37,HIGH
RuAsV,As1Ru1V1.T0003.ABC,,44,,,28,,10,101.07,,,,62.93,23.98,5,4,0,8,10,10,2.20,1.91,0.55,130,125,20,1,1.50,1.32,5.67,0.19,24.64,3.52,1.18,2.77,94.21,24.76,30.04,HIGH
RuBiNb,Bi1Nb1Ru1.T0003.BCA,,44,,,62,,42,101.07,,,,150.94,116.07,5,5.50,1,8,10,10,2.20,1.81,0.42,130,152.50,15,1,1.43,1.22,6.19,0.44,19.75,2.86,1.02,4.35,97.04,23.26,15.97,HIGH
RuBiTa,Bi1Ru1Ta1.T0003.ABC,,44,,,78,,10,101.07,,,,194.96,28.03,5,6,0,8,10,10,2.20,1.76,0.52,130,152.50,15,1,1.44,1.21,6.19,0.49,19.93,2.64,0.63,7.38,56.71,21.09,13.77,HIGH
RuHfTe,Hf1Ru1Te1.T0003.ABC,,44,,,62,,20,101.07,,,,153.04,50.89,5,5.50,1,8,10,12,2.20,1.70,0.80,130,147.50,15,1,1.55,1.54,6.18,0.07,19.99,2.95,0.84,3.08,97.99,20.13,21.74,HIGH
RuNbP,Nb1P1Ru1.T0003.BCA,,44,,,28,,26,101.07,,,,61.94,61.93,5,4,2,8,10,10,2.20,1.90,0.59,130,122.50,45,1,1.50,1.36,5.76,0.29,23.12,3.88,1.55,1.47,329.73,29.52,48.38,HIGH
RuNbSb,Nb1Ru1Sb1.T0003.ABC,,44,,,46,,10,101.07,,,,107.33,28.85,5,5,0,8,10,10,2.20,1.82,0.45,130,145,0,1,1.45,1.26,6.09,0.38,20.52,3.52,0.87,3.15,86.93,22.77,22.70,HIGH
RuPTa,P1Ru1Ta1.T0003.ABC,,44,,,44,,58,101.07,,,,105.96,149.97,5,4.50,3,8,10,10,2.20,1.84,0.69,130,122.50,45,1,1.50,1.35,5.77,0.60,23.31,3.26,1.28,3.47,336.50,32.88,49.63,HIGH
RuSbTa,Ru1Sb1Ta1.T0003.CAB,,44,,,62,,22,101.07,,,,151.35,59.19,5,5.50,1,8,10,10,2.20,1.77,0.55,130,145,0,1,1.46,1.25,6.08,0.67,20.72,3.17,1.05,3.21,144.37,23.59,20.92,HIGH
RuSbV,Ru1Sb1V1.T0003.CAB,,44,,,37,,28,101.07,,,,86.35,70.82,5,4.50,1,8,10,10,2.20,1.84,0.42,130,140,10,1,1.46,1.24,5.91,0.21,22.10,3.27,1.62,2.29,160.46,23.48,15.43,HIGH
RuTeTi,Ru1Te1Ti1.T0003.CAB,,44,,,37,,30,101.07,,,,87.73,79.73,5,4.50,1,8,10,12,2.20,1.82,0.56,130,140,0,1,1.55,1.53,6.02,0.78,21.00,3.32,0.86,3.53,51.12,20.75,22.12,HIGH
RuTeV,Ru1Te1V1.T0003.CAB,,44,,,37.50,,29,101.07,,,,89.27,76.66,5,4.50,1,8,10.50,11,2.20,1.86,0.47,130,137.50,5,1,1.58,1.48,5.95,0.87,22.09,2.48,1.75,2.11,82.06,22.71,21.91,HIGH
RuTeZr,Ru1Te1Zr1.T0003.CAB,,44,,,46,,12,101.07,,,,109.41,36.38,5,5,0,8,10,12,2.20,1.72,0.77,130,147.50,15,1,1.54,1.56,6.21,0.90,19.49,3.35,0.94,2.09,76.46,19.40,21.26,HIGH
SbBaK,Ba1K1Sb1.T0003.BCA,,51,,,37.50,,37,121.76,,,,88.21,98.23,5,5,2,15,1.50,1,2.05,0.85,0.07,145,217.50,5,2.08,0.42,0.15,8.03,1.19,9.45,1.82,0.32,7.30,0.77,2.27,1.60,LOW
SbBaNa,Ba1Na1Sb1.T0003.BCA,,51,,,33.50,,45,121.76,,,,80.16,114.34,5,4.50,3,15,1.50,1,2.05,0.91,0.04,145,197.50,35,2.08,0.45,0.10,7.53,1.26,11.34,1.70,0.63,5.09,2.04,2.84,2.12,LOW
SbCaK,Ca1K1Sb1.T0003.BCA,,51,,,19.50,,1,121.76,,,,39.59,0.98,5,4,0,15,1.50,1,2.05,0.91,0.18,145,200,40,2.08,0.47,0.25,7.56,1.52,11.14,2.38,0.50,5.41,0.72,2.53,2.55,LOW
SbCaLi,Ca1Li1Sb1.T0003.BCA,,51,,,11.50,,17,121.76,,,,23.51,33.14,5,3,2,15,1.50,1,2.05,0.99,0.02,145,162.50,35,2.08,0.53,0.15,6.87,1.58,14.21,2.30,0.47,7.35,0.50,2.66,5.25,LOW
SbCaNa,Ca1Na1Sb1.T0003.BCA,,51,,,15.50,,9,121.76,,,,31.53,17.09,5,3.50,1,15,1.50,1,2.05,0.96,0.07,145,180,0,2.08,0.50,0.20,7.09,1.65,13.34,2.53,0.66,5.14,2.14,2.58,5.92,LOW
SbCdLi,Cd1Li1Sb1.T0003.BCA,,51,,,25.50,,45,121.76,,,,59.68,105.47,5,3.50,3,15,6.50,11,2.05,1.33,0.71,145,150,10,2.08,0.91,0.91,6.53,0.25,16.89,2.20,0.89,5.96,8.16,3.74,5.19,LOW
SbKMg,K1Mg1Sb1.T0003.BCA,,51,,,15.50,,7,121.76,,,,31.70,14.79,5,3.50,1,15,1.50,1,2.05,1.06,0.49,145,185,70,2.08,0.81,0.93,7.22,0.62,12.68,2.42,0.69,5.56,1.30,2.53,2.15,LOW
SbKNa,K1Na1Sb1.T0003.BCA,,51,,,15,,8,121.76,,,,31.04,16.11,5,3.50,1,15,1,0,2.05,0.88,0.11,145,200,40,2.08,0.38,0.05,7.70,1.69,10.70,0.70,0.45,9.12,0.09,2.31,0.00,LOW
SbKSr,K1Sb1Sr1.T0003.ABC,,51,,,28.50,,19,121.76,,,,63.36,48.52,5,4.50,1,15,1.50,1,2.05,0.89,0.13,145,210,20,2.08,0.45,0.20,7.79,1.30,10.29,2.13,0.33,6.28,0.81,2.23,2.81,LOW
SbLiMg,Li1Mg1Sb1.T0003.BCA,,51,,,7.50,,9,121.76,,,,15.62,17.36,5,2.50,1,15,1.50,1,2.05,1.15,0.33,145,147.50,5,2.08,0.86,0.83,6.53,1.19,16.38,2.83,0.62,5.09,0.99,3.50,11.68,LOW
SbLiSr,Li1Sb1Sr1.T0003.ABC,,51,,,20.50,,35,121.76,,,,47.28,80.68,5,3.50,3,15,1.50,1,2.05,0.96,0.03,145,172.50,55,2.08,0.50,0.10,7.16,1.74,12.84,2.00,0.35,4.98,0.32,2.63,2.04,LOW
SbMgNa,Mg1Na1Sb1.T0003.BCA,,51,,,11.50,,1,121.76,,,,23.65,1.32,5,3,0,15,1.50,1,2.05,1.12,0.38,145,165,30,2.08,0.84,0.88,6.82,1.05,14.83,2.68,0.58,5.30,1.89,3.09,6.34,LOW
SbNaSr,Na1Sb1Sr1.T0003.ABC,,51,,,24.50,,27,121.76,,,,55.30,64.63,5,4,2,15,1.50,1,2.05,0.94,0.02,145,190,20,2.08,0.47,0.15,7.30,1.55,12.35,2.14,0.62,4.45,2.88,2.44,3.49,LOW
SbNaTi,Na1Sb1Ti1.T0003.ABC,,51,,,16.50,,11,121.76,,,,35.43,24.88,5,3.50,1,15,2.50,3,2.05,1.24,0.61,145,160,40,2.08,0.59,0.39,6.56,1.71,16.66,2.45,0.56,9.50,3.95,3.17,6.63,LOW
SbSrV,Sb1Sr1V1.T0003.CAB,,51,,,30.50,,15,121.76,,,,69.28,36.68,5,4.50,1,15,3.50,3,2.05,1.29,0.68,145,167.50,65,2.08,0.69,0.29,6.83,1.95,15.01,1.48,1.17,4.68,7.56,2.73,0.16,LOW
SeAgLi,Ag1Li1Se1.T0003.BCA,,34,,,25,,44,78.96,,,,57.40,100.93,4,3.50,3,16,6,10,2.55,1.46,0.95,115,152.50,15,2.40,0.81,0.73,6.04,0.25,21.15,1.76,0.49,5.45,1.21,4.45,4.34,LOW
SeAgNa,Ag1Na1Se1.T0003.BCA,,34,,,29,,36,78.96,,,,65.43,84.88,4,4,2,16,6,10,2.55,1.43,1,115,170,20,2.40,0.79,0.78,6.33,0.12,18.82,2.19,0.41,6.23,0.73,4.74,1.51,LOW
SeCuLi,Cu1Li1Se1.T0003.BCA,,34,,,16,,26,78.96,,,,35.24,56.60,4,3,2,16,6,10,2.55,1.44,0.92,115,140,10,2.40,0.82,0.75,5.62,0.44,25.12,2.86,0.80,5.50,6.10,4.82,8.22,LOW
